method,split,regime,task,seed,episodes,success_rate,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error
cbf_safety_shield,clean_deployment,occlusion_shift,cable_tip_alignment,0,84,0.642857,0.539137,0.147243,0.146625,0.058351,0.261217,0.074751
cbf_safety_shield,clean_deployment,occlusion_shift,cable_tip_alignment,1,84,0.535714,0.539889,0.147819,0.147028,0.060934,0.262677,0.075140
cbf_safety_shield,clean_deployment,occlusion_shift,cable_tip_alignment,2,84,0.666667,0.540641,0.148395,0.139427,0.058435,0.261755,0.075529
cbf_safety_shield,clean_deployment,occlusion_shift,cable_tip_alignment,3,84,0.571429,0.541393,0.148971,0.139830,0.060781,0.263096,0.075918
cbf_safety_shield,clean_deployment,occlusion_shift,cable_tip_alignment,4,84,0.619048,0.542145,0.149547,0.140233,0.060269,0.263008,0.076308
cbf_safety_shield,clean_deployment,occlusion_shift,cable_tip_alignment,5,84,0.666667,0.542897,0.150123,0.140637,0.059757,0.262919,0.076697
cbf_safety_shield,clean_deployment,occlusion_shift,cable_tip_alignment,6,84,0.547619,0.543649,0.138693,0.140559,0.061719,0.264498,0.068890
cbf_safety_shield,clean_deployment,occlusion_shift,mobile_pick_reapproach,0,84,0.571429,0.538649,0.138723,0.119321,0.060415,0.257536,0.075654
cbf_safety_shield,clean_deployment,occlusion_shift,mobile_pick_reapproach,1,84,0.678571,0.539425,0.139317,0.119736,0.058726,0.256864,0.076056
cbf_safety_shield,clean_deployment,occlusion_shift,mobile_pick_reapproach,2,84,0.761905,0.540201,0.139911,0.120152,0.057514,0.256431,0.076457
cbf_safety_shield,clean_deployment,occlusion_shift,mobile_pick_reapproach,3,84,0.619048,0.540977,0.140505,0.120568,0.060825,0.258260,0.068855
cbf_safety_shield,clean_deployment,occlusion_shift,mobile_pick_reapproach,4,84,0.678571,0.541753,0.141099,0.120984,0.060089,0.258064,0.069256
cbf_safety_shield,clean_deployment,occlusion_shift,mobile_pick_reapproach,5,84,0.607143,0.542529,0.141693,0.121399,0.053968,0.259179,0.069658
cbf_safety_shield,clean_deployment,occlusion_shift,mobile_pick_reapproach,6,84,0.607143,0.543305,0.142287,0.121815,0.054422,0.259579,0.070059
cbf_safety_shield,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,0,84,0.726190,0.547282,0.151981,0.140694,0.057827,0.256150,0.074961
cbf_safety_shield,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,1,84,0.559524,0.548074,0.152587,0.141119,0.061623,0.258225,0.075371
cbf_safety_shield,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,2,84,0.619048,0.548866,0.153193,0.141543,0.060896,0.258038,0.075781
cbf_safety_shield,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,3,84,0.595238,0.549658,0.141793,0.141487,0.060976,0.258684,0.075998
cbf_safety_shield,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,4,84,0.500000,0.534442,0.142399,0.133907,0.063024,0.260044,0.076408
cbf_safety_shield,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,5,84,0.583333,0.535234,0.143005,0.134331,0.061821,0.259619,0.076818
cbf_safety_shield,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,6,84,0.595238,0.536026,0.143611,0.134756,0.062046,0.259908,0.077227
cbf_safety_shield,clean_deployment,jacobian_mismatch,visual_grasp_centering,0,84,0.666667,0.542306,0.148777,0.107254,0.055319,0.262789,0.072598
cbf_safety_shield,clean_deployment,jacobian_mismatch,visual_grasp_centering,1,84,0.654762,0.543098,0.149383,0.107679,0.056021,0.263316,0.073008
cbf_safety_shield,clean_deployment,jacobian_mismatch,visual_grasp_centering,2,84,0.642857,0.543890,0.149989,0.108103,0.056722,0.263843,0.073417
cbf_safety_shield,clean_deployment,jacobian_mismatch,visual_grasp_centering,3,84,0.630952,0.544682,0.150595,0.108527,0.057424,0.264370,0.073827
cbf_safety_shield,clean_deployment,jacobian_mismatch,visual_grasp_centering,4,84,0.630952,0.545474,0.151201,0.108951,0.057887,0.256774,0.074237
cbf_safety_shield,clean_deployment,jacobian_mismatch,visual_grasp_centering,5,84,0.630952,0.546266,0.151807,0.109375,0.058350,0.257182,0.074647
cbf_safety_shield,clean_deployment,jacobian_mismatch,visual_grasp_centering,6,84,0.702381,0.547058,0.152413,0.109800,0.057385,0.256876,0.075056
cbf_safety_shield,clean_deployment,jacobian_mismatch,drawer_handle_alignment,0,84,0.607143,0.535058,0.144109,0.127700,0.061893,0.260529,0.077159
cbf_safety_shield,clean_deployment,jacobian_mismatch,drawer_handle_alignment,1,84,0.642857,0.535858,0.144721,0.128128,0.053642,0.260583,0.077573
cbf_safety_shield,clean_deployment,jacobian_mismatch,drawer_handle_alignment,2,84,0.666667,0.536658,0.145333,0.128557,0.053634,0.260757,0.069983
cbf_safety_shield,clean_deployment,jacobian_mismatch,drawer_handle_alignment,3,84,0.654762,0.537458,0.145945,0.128985,0.054340,0.261288,0.070397
cbf_safety_shield,clean_deployment,jacobian_mismatch,drawer_handle_alignment,4,84,0.583333,0.538258,0.146557,0.129413,0.056237,0.262415,0.070811
cbf_safety_shield,clean_deployment,jacobian_mismatch,drawer_handle_alignment,5,84,0.619048,0.539058,0.147169,0.129842,0.055991,0.262470,0.071224
cbf_safety_shield,clean_deployment,jacobian_mismatch,drawer_handle_alignment,6,84,0.583333,0.539858,0.147781,0.130270,0.057173,0.263239,0.071638
cbf_safety_shield,clean_deployment,jacobian_mismatch,cable_tip_alignment,0,84,0.500000,0.540610,0.143125,0.142720,0.063912,0.259228,0.070200
cbf_safety_shield,clean_deployment,jacobian_mismatch,cable_tip_alignment,1,84,0.571429,0.541378,0.143713,0.143132,0.062933,0.258910,0.070597
cbf_safety_shield,clean_deployment,jacobian_mismatch,cable_tip_alignment,2,84,0.595238,0.542146,0.144301,0.143543,0.062906,0.259068,0.070994
cbf_safety_shield,clean_deployment,jacobian_mismatch,cable_tip_alignment,3,84,0.642857,0.542914,0.144889,0.143955,0.054399,0.258987,0.071392
cbf_safety_shield,clean_deployment,jacobian_mismatch,cable_tip_alignment,4,84,0.571429,0.543682,0.145477,0.144366,0.056278,0.260098,0.071789
cbf_safety_shield,clean_deployment,jacobian_mismatch,cable_tip_alignment,5,84,0.607143,0.544450,0.146065,0.144778,0.056013,0.260137,0.072187
cbf_safety_shield,clean_deployment,jacobian_mismatch,cable_tip_alignment,6,84,0.583333,0.545218,0.146653,0.145189,0.056939,0.260771,0.072584
cbf_safety_shield,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,0,84,0.607143,0.545258,0.150463,0.126622,0.058526,0.264333,0.073925
cbf_safety_shield,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,1,84,0.690476,0.546050,0.151069,0.127046,0.057323,0.263907,0.074335
cbf_safety_shield,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,2,84,0.690476,0.546842,0.151675,0.127470,0.057787,0.256311,0.074744
cbf_safety_shield,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,3,84,0.523810,0.547634,0.152281,0.127894,0.061583,0.258386,0.075154
cbf_safety_shield,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,4,84,0.607143,0.548426,0.152887,0.128319,0.060380,0.257961,0.075564
cbf_safety_shield,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,5,84,0.595238,0.549218,0.153493,0.128743,0.061081,0.258488,0.075973
cbf_safety_shield,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,6,84,0.666667,0.534002,0.142093,0.128687,0.059257,0.258181,0.076191
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,0,84,0.619048,0.540673,0.153304,0.141683,0.055362,0.259918,0.074428
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,1,84,0.523810,0.541569,0.153988,0.142162,0.057789,0.261330,0.074891
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,2,84,0.607143,0.542465,0.154672,0.142641,0.056646,0.260957,0.075354
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,3,84,0.642857,0.543361,0.155356,0.143121,0.056455,0.261059,0.075817
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,4,84,0.714286,0.528249,0.156040,0.143600,0.055549,0.260805,0.076280
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,5,84,0.571429,0.529145,0.156724,0.144079,0.058929,0.262694,0.076743
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,6,84,0.619048,0.530041,0.157408,0.144559,0.058500,0.262678,0.077206
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,0,84,0.630952,0.540273,0.153532,0.110668,0.054051,0.260126,0.074408
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,1,84,0.714286,0.541169,0.154216,0.111147,0.052907,0.259753,0.074871
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,2,84,0.607143,0.542065,0.154900,0.111626,0.055573,0.261285,0.075334
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,3,84,0.595238,0.542961,0.155584,0.112106,0.056334,0.261864,0.075797
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,4,84,0.726190,0.543857,0.156268,0.112585,0.054238,0.261014,0.076259
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,5,84,0.583333,0.528745,0.156952,0.113064,0.057619,0.262903,0.076722
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,6,84,0.619048,0.529641,0.157636,0.113544,0.057427,0.263006,0.077185
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,0,84,0.571429,0.539681,0.153856,0.134641,0.056439,0.261194,0.074373
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,1,84,0.523810,0.540585,0.154546,0.135124,0.057919,0.262134,0.074840
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,2,84,0.559524,0.541489,0.155236,0.135608,0.057732,0.262241,0.075307
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,3,84,0.583333,0.542393,0.155926,0.136091,0.057784,0.262467,0.075774
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,4,84,0.607143,0.543297,0.156616,0.136575,0.057835,0.262693,0.076241
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,5,84,0.583333,0.544201,0.157306,0.137059,0.058839,0.263395,0.076708
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,6,84,0.547619,0.529097,0.157996,0.137542,0.060081,0.264216,0.077175
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,0,84,0.583333,0.532633,0.155428,0.151468,0.058032,0.260407,0.077162
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,1,84,0.547619,0.533505,0.156094,0.151934,0.059256,0.261212,0.077613
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,2,84,0.630952,0.534377,0.156760,0.152401,0.058098,0.260826,0.078063
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,3,84,0.535714,0.535249,0.157426,0.144863,0.060192,0.262227,0.078514
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,4,84,0.642857,0.536121,0.158092,0.145330,0.058558,0.261603,0.078965
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,5,84,0.607143,0.536993,0.158758,0.145797,0.059782,0.262409,0.079415
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,6,84,0.666667,0.537865,0.159424,0.146263,0.059101,0.262261,0.079866
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,0,84,0.726190,0.538649,0.151786,0.127610,0.059542,0.257834,0.073392
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,1,84,0.630952,0.539545,0.152470,0.128089,0.061969,0.259246,0.073855
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,2,84,0.642857,0.540441,0.153154,0.128569,0.054250,0.259587,0.074318
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,3,84,0.607143,0.541337,0.153838,0.129048,0.055488,0.260405,0.074781
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,4,84,0.547619,0.542233,0.154522,0.129527,0.057201,0.261460,0.075244
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,5,84,0.607143,0.543129,0.155206,0.130007,0.056534,0.261325,0.075706
cbf_safety_shield,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,6,84,0.642857,0.544025,0.155890,0.130486,0.056343,0.261427,0.076169
cbf_safety_shield,heldout_object,nominal_view,eye_in_hand_peg_insert,0,84,0.642857,0.551786,0.134696,0.128988,0.057087,0.259149,0.073830
cbf_safety_shield,heldout_object,nominal_view,eye_in_hand_peg_insert,1,84,0.702381,0.552522,0.135260,0.129382,0.056328,0.258934,0.074211
cbf_safety_shield,heldout_object,nominal_view,eye_in_hand_peg_insert,2,84,0.738095,0.553258,0.135824,0.129777,0.056045,0.258956,0.074592
cbf_safety_shield,heldout_object,nominal_view,eye_in_hand_peg_insert,3,84,0.619048,0.553994,0.136388,0.130171,0.058857,0.260527,0.066969
cbf_safety_shield,heldout_object,nominal_view,eye_in_hand_peg_insert,4,84,0.690476,0.554730,0.136952,0.130566,0.057860,0.260193,0.067350
cbf_safety_shield,heldout_object,nominal_view,eye_in_hand_peg_insert,5,84,0.619048,0.555466,0.125510,0.130480,0.058860,0.261287,0.067539
cbf_safety_shield,heldout_object,nominal_view,eye_in_hand_peg_insert,6,84,0.607143,0.556202,0.126074,0.130875,0.059529,0.261786,0.067920
cbf_safety_shield,heldout_object,nominal_view,visual_grasp_centering,0,84,0.761905,0.560449,0.129522,0.102132,0.049902,0.254717,0.070140
cbf_safety_shield,heldout_object,nominal_view,visual_grasp_centering,1,84,0.690476,0.545177,0.130086,0.102526,0.051762,0.255811,0.070522
cbf_safety_shield,heldout_object,nominal_view,visual_grasp_centering,2,84,0.702381,0.545913,0.130650,0.102921,0.051955,0.256072,0.070903
cbf_safety_shield,heldout_object,nominal_view,visual_grasp_centering,3,84,0.678571,0.546649,0.131214,0.103316,0.052862,0.256690,0.071284
cbf_safety_shield,heldout_object,nominal_view,visual_grasp_centering,4,84,0.714286,0.547385,0.131778,0.103710,0.052579,0.256713,0.071665
cbf_safety_shield,heldout_object,nominal_view,visual_grasp_centering,5,84,0.761905,0.548121,0.132342,0.104105,0.052058,0.256617,0.072046
cbf_safety_shield,heldout_object,nominal_view,visual_grasp_centering,6,84,0.690476,0.548857,0.132906,0.104499,0.053918,0.257711,0.072427
cbf_safety_shield,heldout_object,nominal_view,drawer_handle_alignment,0,84,0.630952,0.549560,0.134245,0.129230,0.057035,0.259412,0.073098
cbf_safety_shield,heldout_object,nominal_view,drawer_handle_alignment,1,84,0.642857,0.550304,0.134815,0.121625,0.056913,0.259677,0.073483
cbf_safety_shield,heldout_object,nominal_view,drawer_handle_alignment,2,84,0.535714,0.551048,0.135385,0.122024,0.059492,0.261132,0.073868
cbf_safety_shield,heldout_object,nominal_view,drawer_handle_alignment,3,84,0.738095,0.551792,0.135955,0.122423,0.055880,0.259493,0.074253
cbf_safety_shield,heldout_object,nominal_view,drawer_handle_alignment,4,84,0.690476,0.552536,0.136525,0.122821,0.057268,0.260353,0.066634
cbf_safety_shield,heldout_object,nominal_view,drawer_handle_alignment,5,84,0.595238,0.553280,0.137095,0.123220,0.059609,0.261689,0.067019
cbf_safety_shield,heldout_object,nominal_view,drawer_handle_alignment,6,84,0.619048,0.554024,0.125659,0.123139,0.058709,0.261835,0.067212
cbf_safety_shield,heldout_object,nominal_view,cable_tip_alignment,0,84,0.666667,0.547005,0.127414,0.140152,0.059632,0.260750,0.070128
cbf_safety_shield,heldout_object,nominal_view,cable_tip_alignment,1,84,0.678571,0.547717,0.127960,0.140533,0.059811,0.260999,0.070496
cbf_safety_shield,heldout_object,nominal_view,cable_tip_alignment,2,84,0.559524,0.548429,0.128506,0.140915,0.054606,0.262558,0.070865
cbf_safety_shield,heldout_object,nominal_view,cable_tip_alignment,3,84,0.619048,0.549141,0.129052,0.141297,0.053833,0.262331,0.071234
cbf_safety_shield,heldout_object,nominal_view,cable_tip_alignment,4,84,0.595238,0.549853,0.129598,0.141679,0.054726,0.254933,0.071603
cbf_safety_shield,heldout_object,nominal_view,cable_tip_alignment,5,84,0.547619,0.550565,0.130144,0.142061,0.056096,0.255777,0.071971
cbf_safety_shield,heldout_object,nominal_view,cable_tip_alignment,6,84,0.654762,0.551277,0.130690,0.142443,0.054371,0.255073,0.072340
cbf_safety_shield,heldout_object,nominal_view,mobile_pick_reapproach,0,84,0.523810,0.549813,0.133113,0.122858,0.058100,0.259301,0.072759
cbf_safety_shield,heldout_object,nominal_view,mobile_pick_reapproach,1,84,0.666667,0.550549,0.133677,0.115249,0.055354,0.258252,0.073140
cbf_safety_shield,heldout_object,nominal_view,mobile_pick_reapproach,2,84,0.619048,0.551285,0.134241,0.115643,0.056738,0.259109,0.073521
cbf_safety_shield,heldout_object,nominal_view,mobile_pick_reapproach,3,84,0.595238,0.552021,0.134805,0.116038,0.057645,0.259727,0.073902
cbf_safety_shield,heldout_object,nominal_view,mobile_pick_reapproach,4,84,0.630952,0.552757,0.135369,0.116433,0.057362,0.259749,0.074283
cbf_safety_shield,heldout_object,nominal_view,mobile_pick_reapproach,5,84,0.654762,0.553493,0.135933,0.116827,0.057317,0.259891,0.066660
cbf_safety_shield,heldout_object,nominal_view,mobile_pick_reapproach,6,84,0.607143,0.554229,0.136497,0.117222,0.058701,0.260748,0.067041
cbf_safety_shield,heldout_object,lighting_shift,eye_in_hand_peg_insert,0,84,0.714286,0.551118,0.139182,0.137494,0.052933,0.257919,0.072309
cbf_safety_shield,heldout_object,lighting_shift,eye_in_hand_peg_insert,1,84,0.571429,0.551870,0.139758,0.137897,0.056230,0.259735,0.072698
cbf_safety_shield,heldout_object,lighting_shift,eye_in_hand_peg_insert,2,84,0.654762,0.552622,0.140334,0.138300,0.055004,0.259290,0.073087
cbf_safety_shield,heldout_object,lighting_shift,eye_in_hand_peg_insert,3,84,0.630952,0.553374,0.140910,0.138703,0.055921,0.259916,0.073477
cbf_safety_shield,heldout_object,lighting_shift,eye_in_hand_peg_insert,4,84,0.642857,0.538118,0.141486,0.139106,0.056123,0.260185,0.073866
cbf_safety_shield,heldout_object,lighting_shift,eye_in_hand_peg_insert,5,84,0.654762,0.538870,0.142062,0.139509,0.056325,0.260454,0.074255
cbf_safety_shield,heldout_object,lighting_shift,eye_in_hand_peg_insert,6,84,0.619048,0.539622,0.142638,0.139912,0.057480,0.261199,0.074644
cbf_safety_shield,heldout_object,lighting_shift,visual_grasp_centering,0,84,0.773810,0.544478,0.146542,0.103487,0.055885,0.262438,0.077176
cbf_safety_shield,heldout_object,lighting_shift,visual_grasp_centering,1,84,0.738095,0.545230,0.135112,0.103410,0.056180,0.263183,0.069369
cbf_safety_shield,heldout_object,lighting_shift,visual_grasp_centering,2,84,0.559524,0.545982,0.135688,0.103813,0.060192,0.257353,0.069758
